,conference_year,category,title,author,abstract,download_url,keywords,8
98,2002,Satisfiability,Comparing Phase Transitions and Peak Cost in PP-Complete Satisfiability Problems,"Delbert D. Bailey, Víctor Dalmau, and Phokion G. Kolaitis, University of California, Santa Cruz","The study of phase transitions in algorithmic problems has revealed that usually the critical value of the constrainedness parameter at which the phase transition occurs coincides with the value at which the average cost of natural solvers for the problem peaks. In particular, this confluence of phase transition and peak cost has been observed for the Boolean satisfiability problem and its variants, where the solver used is a Davis-Putnam-type procedure or a suitable modification of it. Here, we investigate the relationship between phase transitions and peak cost for a family of PP-complete satisfiability problems, where the solver used is a symmetric Threshold Counting Davis-Putnam (TCDP) procedure, i.e., a modification of the Counting Davis-Putnman procedure for computing the number of satisfying assignments of a Boolean formula. Our main experimental finding is that, for each of the PP-complete problems considered, the asymptotic probability of solvability undergoes a phase transition at some critical ratio of clauses to variables, but this critical ratio does not always coincide with the ratio at which the average search cost of the symmetric TCDP procedure peaks. Actually, for some of these problems the peak cost occurs at the boundary or even outside of the interval in which the probability of solvability drops from 0.9 to 0.1, and we analyze why this happens.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-093.pdf,,1388
99,2002,Satisfiability,"A Compiler for Deterministic, Decomposable Negation Normal Form","Adnan Darwiche, University of California, Los Angeles","We present a compiler for converting CNF formulas into deterministic, decomposable negation normal form (d-DNNF). This is a logical form that has been identified recently and shown to support a number of operations in polynomial time, including clausal entailment; model counting, minimization and enumeration; and probabilistic equivalence testing. d-DNNFs are also known to be a superset of, and more succinct than, OBDDs. The polytime logical operations supported by d-DNNFs are a subset of those supported by OBDDs, yet are sufficient for model-based diagnosis and planning applications. We present experimental results oncompiling a variety of CNF formulas, some generated randomly and others corresponding to digital circuits. A number of the formulas we were able to compile efficiently could not be similarly handled by some state-of-the-art model counters, nor by somestate-of-the-art OBDD compilers.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-094.pdf,,909
100,2002,Satisfiability,Inference Methods for a Pseudo-Boolean Satisfiability Solver,"Heidi E. Dixon and Matthew L. Ginsberg, CIRL / University of Oregon","We describe two methods of doing inference during search for a pseudo-Boolean version of the RELSAT method. One inference method is the pseudo-Boolean equivalent of learning. A new constraint is learned in response to a contradiction with the purpose of eliminating the set of assignments that caused the contradiction. We show that the obvious way of extending learning to pseudo-Boolean is inadequate and describe a better solution. We also describe a second inference method used by the Operations Research community. The method cannot be applied to the standard resolution-based AI algorithms, but is useful for pseudo-Boolean versions of the same AI algorithms. We give experimental results showing that the pseudo-Boolean version of RELSAT outperforms its clausal counterpart on problems from the planning domain.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-095.pdf,,819
101,2002,Satisfiability,Automated Discovery of Composite SAT Variable-Selection Heuristics,"Alex Fukunaga, University of California, Los Angeles","Variants of GSAT and Walksat are among the most successful SAT local search algorithms. We show that several well-known SAT local search algorithms are the result of novel combininations of a set of variable selection primitives. We describe class, an automated heuristic discovery system which generates new, effective variable selection heuristic functions using a simple composition operator. New heuristics discovered by class are shown to be competitive with the best Walksat variants, including Novelty+ and R-Novelty+. We also analyze the local search behavior of the learned heuristics using the depth, mobility, and coverage metrics recently proposed by Schuurmans and Southey.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-096.pdf,,686
102,2002,Satisfiability,Learning for Quantified Boolean Logic Satisfiability,"Enrico Giunchiglia, Massimo Narizzano, and Armando Tacchella, DIST - Università di Genova","Learning, i.e., the ability to record and exploit some information which is unveiled during the search, proved to be a very effective AI technique for problem solving and, in particular, for constraint satisfaction. We introduce learning as a general purpose technique to improve the performances of decision procedures for Quantified Boolean Formulas (QBFs). Since many of the recently proposed decision procedures for QBFs solve the formula using search methods, the addition of learning to such procedures has the potential of reducing useless explorations of the search space. To show the applicability of learning for QBF satisfiability we have implemented it in QuBE, a state-of-the-art QBF solver. While the backjumping engine embedded in QuBE provides a good starting point for our task, the addition of learning required us to devise new data structures and led to the definition and implementation of new pruning strategies. We report some experimental results that witness the effectiveness of learning. Noticeably, QuBE augmented with learning is able to solve instances that were previously out if its reach. To the extent of our knowledge, this is the first time that learning is proposed, implemented and tested for QBFs satisfiability.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-097.pdf,,1251
103,2002,Satisfiability,An Adaptive Noise Mechanism for WalkSAT,"Holger H. Hoos, University of British Columbia","Stochastic local search algorithms based on the WalkSAT architecture are among the best known methods for solving hard and large instances of the propositional satisfiability problem (SAT). The performance and behaviour of these algorithm critically depends on the setting of the noise parameter, which controls the greediness of the search process. The optimal setting for the noise parameter varies considerably between different types and sizes of problem instances; consequently, considerable manual tuning is typically required to obtain peak performance. In this paper, we characterise the impact of the noise setting on the behaviour of WalkSAT and introduce a simple adaptive noise mechanism for WalkSAT that does not require manual adjustment for different problem instances. We present experimental results indicating that by using this self-tuning noise mechanism, various WalkSAT variants (including WalkSAT/SKC and Novelty+) achieve performance levels close to their peak performance for instance-specific, manually tuned noise settings.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-098.pdf,,1050
104,2002,Satisfiability,A Mixture-Model for the Behaviour of SLS Algorithms for SAT,"Holger H. Hoos, University of British Columbia","Stochastic Local Search (SLS) algorithms are amongst the most effective approaches for solving hard and large propositional satisfiability (SAT) problems. Prominent and successful SLS algorithms for SAT, including many members of the WalkSAT and GSAT families of algorithms, tend to show highly regular behaviour when applied to hard SAT instances: The run-time distributions (RTDs) of these algorithms are closely approximated by exponential distributions. The deeper reasons for this regular behaviour are, however, essentially unknown. In this study we show that there are hard problem instances, e.g., from the phase transition region of the widely studied class of Uniform Random 3-SAT instances, for which the RTDs for well-known SLS algorithms such as GWSAT or WalkSAT/SKC deviate substantially from exponential distributions. We investigate these irregular instances and show that the respective RTDs can be modelled using mixtures of exponential distributions. We present evidence that such mixture distributions reflect stagnation behaviour in the search process caused by ""traps"" in the underlying search spaces. This leads to the formulation of a new model of SLS behaviour as a simple Markov process. This model subsumes and extends earlier characterisations of SLS behaviour and provides plausible explanations for many empirical observations.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-099.pdf,,1357
105,2002,Satisfiability,SetA*: An Efficient BDD-Based Heuristic Search Algorithm,"Rune M. Jensen, Randal E. Bryant, and Manuela M. Veloso, Carnegie Mellon University","In this paper we combine the goal directed search of A* with the ability of BDDs to traverse an exponential number of states in polynomial time. We introduce a new algorithm, SetA*, that generalizes A* to expand sets of states in each iteration. SetA* has substantial advantages over BDDA*, the only previous BDD-based A* implementation we are aware of. Our experimental evaluation proves SetA* to be a powerful search paradigm. For some of the studied problems it outperforms BDDA*, A*, and BDD-based breadth-first search by several orders of magnitude. We believe exploring sets of states to be essential when the heuristic function is weak. For problems with strong heuristics, SetA* efficiently specializes to single-state search and consequently challenges single-state heuristic search in general.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-100.pdf,,803
106,2002,Satisfiability,Dynamic Restart Policies,"Henry Kautz, University of Washington; Eric Horvitz, Microsoft Research; Yongshao Ruan, University of Washington; Carla Gomes and Bart Selman, Cornell University","We describe theoretical results and empirical study of context-sensitive restart policies for randomized search procedures. The methods generalize previous results on optimal restart policies by exploiting dynamically updated beliefs about the probability distribution for run time. Rather than assuming complete knowledge or zero knowledge about the run-time distribution, we formulate restart policies that consider real-time observations about properties of instances and the solver’s activity. We describe background work on the application of Bayesian methods to build predictive models for run time, introduce an optimal policy for dynamic restarts that considers predictions about run time, and perform a comparative study of traditional fixed versus dynamic restart policies.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-101.pdf,,783
107,2002,Satisfiability,Using Weighted MAX-SAT Engines to Solve MPE,"James D. Park, University of California, Los Angeles","Logical and probabilistic reasoning are closely related. Many examples in each group have natural analogs in the other. One example is the strong relationship between weighted MAX-SAT and MPE. This paper presents a simple reduction of MPE to weighted MAX-SAT. It also investigates approximating MPE by converting it to a weighted MAX-SAT problem, then using the incomplete methods for solving weighted MAX-SAT to generate a solution. We show that converting MPE problems to MAX-SAT problems and using a method designed for MAX-SAT to solve them often produces solutions that are vastly superior to the previous local search methods designed directly for the MPE problem.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-102.pdf,,670
108,2002,Satisfiability,Easy Predictions for the Easy-Hard-Easy Transition,"Andrew J. Parkes, CIRL / University of Oregon","We study the scaling properties of sequential and parallel versions of a local search algorithm, WalkSAT, in the easy regions of the easy-hard-easy phase transition (PT) in Random 3SAT. In the underconstrained region, we study scaling of the sequential version of WalkSAT. We find linear scaling at fixed clause/variable ratio. We also study the case in which a parameter inspired by ""finite-size scaling"" is held constant. The scaling then also appears to be a simple power law. Combining these results gives a simple prediction for the performance of WalkSAT over most of the easy region. The experimental results suggest that WalkSAT is acting as a threshold algorithm, but with threshold below the satisfiability threshold. Performance of a parallel version of WalkSAT is studied in the over-constrained region. This is more difficult because it is an optimization rather than decision problem. We use the solution quality, the number of unsatisfied clauses, obtained by the sequential algorithm to set a target for its parallel version. We find that qualities obtained by the sequential search with O(n) steps, are achievable by the parallel version in O(log(n)) steps. Thus, the parallelization is efficient for these ""easy MAXSAT"" problems.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-103.pdf,,1247
109,2002,Satisfiability,"The Interface between P and NP: COL, XOR, NAE, 1-in-k, and Horn SAT","Toby Walsh, University College Cork","We study in detail the interface between P and NP by means of five new problem classes. Like the well known 2+p-SAT problem, these new problems smoothly interpolate between P and NP by mixing together a polynomial and a NP-complete problem. In many cases, the polynomial subproblem can dominate the problem’s satisfiability and the search complexity. However, this is not always the case, and understanding why remains a very interesting open question. We identify phase transition behavior in each of these problem classes. Surprisingly we observe transitions with both smooth and sharp regions. Finally we show how these problem classes can help to understand algorithm behavior by considering search trajectories through the phase space.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-104.pdf,,740
110,2002,Search,Scheduling Contract Algorithms on Multiple Processors,"Daniel S. Bernstein, Theodore J. Perkins, and Shlomo Zilberstein, University of Massachusetts; Lev Finkelstein, Technion - Israel Institute of Technology","Anytime algorithms offer a tradeoff between computation time and the quality of the result returned. They can be divided into two classes: contract algorithms, for which the total run time must be specified in advance, and interruptible algorithms, which can be queried at any time for a solution. An interruptible algorithm can be constructed from a contract algorithm by repeatedly activating the contract algorithm with increasing run times. The acceleration ratio of a run-time schedule is a worst-case measure of how inefficient the constructed interruptible algorithm is compared to the contract algorithm. The smallest acceleration ratio achievable on a single processor is known. Using multiple processors, smaller acceleration ratios are possible. In this paper, we provide a schedule for m processors and prove that it is optimal for all m. Our results provide general guidelines for the use of parallel processors in the design of real-time systems.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-105.pdf,,960
111,2002,Search,Searching for Backbones and Fat: A Limit-Crossing Approach with Applications,"Sharlee Climer and Weixiong Zhang, Washington University","Backbone variables are the elements that are common to all optimal solutions of a problem instance. We call variables that are absent from every optimal solution fat variables. Identification of backbone and fat variables is a valuable asset when attempting to solve complex problems. In this paper, we demonstrate a method for identifying backbones and fat. Our method is based on an intuitive concept, which we refer to as limit-crossing. Limit-crossing occurs when we force the lower bound of a graph problem to exceed the upper bound by applying the lower-bound function to a constrained version of the graph. A desirable feature of this procedure is that it uses approximation functions to derive exact information about optimal solutions. In this paper, we prove the validity of the limit-crossing concept as well as other related properties. Then we exploit limit-crossing and devise a pre-processing tool for discovering backbone and fat arcs for various instances of the Asymmetric Traveling Salesman Problem (ATSP). Our experimental results demonstrate the power of the limit-crossing method. We compare our pre-processor with the Carpaneto, Dell'Amico, and Toth pre-processor for several different classes of ATSP instances and reveal dramatic performance improvements.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-106.pdf,,1280
112,2002,Search,Multiple-Goal Search Algorithms and their Application to Web Crawling,"Dmitry Davidov and Shaul Markovitch, Technion",The work described in this paper presents a new framework for heuristic search where the task is to collect as many goals as possible within the allocated resources. We show the inadequacy of traditional distance heuristics for this type of tasks and present alternative types of heuristics that are more appropriate for multiple-goal search. In particular we introduce the yield heuristic that estimates the cost and the benefit of exploring a subtree below a search node. We present a learning algorithm for inferring the yield based on search experience. We apply our adaptive and non-adaptive multiple-goal search algorithms to the web crawling problem and show their efficiency.,https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-107.pdf,,683
113,2002,Search,Optimal Schedules for Parallelizing Anytime Algorithms: The Case of Independent Processes,"Lev Finkelstein, Shaul Markovitch, and Ehud Rivlin, Technion","The performance of anytime algorithms having a non-deterministic nature can be improved by solving simultaneously several instances of the algorithm-problem pairs. These pairs may include different instances of a problem (like starting from a different initial state), different algorithms (if several alternatives exist), or several instances of the same algorithm (for non-deterministic algorithms). In this paper we present a general framework for optimal parallelization of independent processes. We show a mathematical model for this framework, present algorithms for optimal scheduling, and demonstrate its usefulness on a real problem.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-108.pdf,,642
114,2002,Search,Optimal Depth-First Strategies for And-Or Trees,"Russell Greiner and Ryan Hayward, University of Alberta; Michael Molloy, University of Toronto","Many tasks require evaluating a specified boolean expression f over a set of probabilistic tests where we know the probability that each test will succeed, and also the cost of performing each test. A strategy specifies when to perform which test, towards determining the overall outcome of f. This paper investigates the challenge of finding the strategy with the minimum expected cost. We observe first that this task is typically NP-hard -- eg, when tests can occur many times within f, or when there are probabilistic correlations between the test outcomes. We therefore focus on the situation where the tests are probabilistically independent and each appears only once in f. Here, f can be written as an and-or tree, where each internal node corresponds to either the ""And"" or ""Or"" of its children, and each leaf node is a probabilistic test. There is an obvious depth-first approach to evaluating such and-or trees: First evaluate each penultimate subtree in isolation; then reduce this subtree to a single ""mega-test"" with appropriate cost and probability, and recur on the resulting reduced tree. After formally defining this approach, we show first that it produces the optimal strategy for shallow (depth 1 or 2) and-or trees, then show it can be arbitrarily bad for deeper trees. We next consider a larger, natural subclass of strategies -- those that can be expressed as a linear sequence of tests -- and show that the best such ""linear strategy"" can also be very much worse than the optimal strategy in general. Finally, we show that our results hold in a more general model, where internal nodes can also be probabilistic tests.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-109.pdf,,1643
115,2002,Search,A New Algorithm for Optimal Bin Packing,"Richard E. Korf, University of California, Los Angeles","We consider the NP-complete problem of bin packing. Given a set of numbers, and a set of bins of fixed capacity, find the minimum number of bins needed to contain all the numbers, such that the sum of the numbers assigned to each bin does not exceed the bin capacity. We present a new algorithm for optimal bin packing. Rather than considering the different bins that each number can be placed into, we consider the different ways in which each bin can be packed. Our algorithm appears to be asymptotically faster than the best existing optimal algorithm, and runs more that a thousand times faster on problems with 60 numbers.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-110.pdf,,627
116,2002,Search,Memory-Efficient A* Heuristics for Multiple Sequence Alignment,"Matthew McNaughton, Paul Lu, Jonathan Schaeffer, and Duane Szafron, University of Alberta","The time and space needs of an A* search are strongly influenced by the quality of the heuristic evaluation function. Usually there is a trade-off since better heuristics may require more time and/or space to evaluate. Multiple sequence alignment is an important application for single-agent search. The traditional heuristic uses multiple pairwise alignments that require relatively little space. Three-way alignments produce better heuristics, but they are not used in practice due to the large space requirements. This paper presents a memory-efficient way to represent three-way heuristics as an octree. The required portions of the octree are computed on demand. The octree-supported three-way heuristics result in such a substantial reduction to the size of the A* open list that they offset the additional space and time requirements for the three-way alignments. The resulting multiple sequence alignments are both faster and use less memory than using A* with traditional pairwise heuristics.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-111.pdf,,1001
117,2002,Search,PROMPTDIFF: A Fixed-Point Algorithm for Comparing Ontology Versions,"Natalya F. Noy and Mark A. Musen, Stanford University","As ontology development becomes a more ubiquitous and collaborative process, the developers face the problem of maintaining versions of ontologies akin to maintaining versions of software code in large software projects. Versioning systems for software code provide mechanisms for tracking versions, checking out versions for editing, comparing different versions, and so on.We can directly reuse many of these mechanisms for ontology versioning. However, version comparison for code is based on comparing text files---an approach that does not work for comparing ontologies. Two ontologies can be identical but have different text representation. We have developed the PromptDiff algorithm, which integrates different heuristic matchers for comparing ontology versions. We combine these matchers in a fixed-point manner, using the results of one matcher as an input for others until the matchers produce no more changes. The current implementation includes ten matchers but the approach is easily extendable to an arbitrary number of matchers. Our evaluation showed that PromptDiff correctly identified 96% of the matches in ontology versions from large projects.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-112.pdf,,1164
118,2002,Search,On Preference-Based Search in State Space Graphs,"Patrice Perny, LIP6 - University of Paris VI; Olivier Spanjaard, LAMSADE - University of Paris IX","The aim of this paper is to introduce a general framework for preference-based search in state space graphs with a focus on the search of the preferred solutions. After introducing a formal definition of preference-based search problems, we introduce the PBA* algorithm, a generalization of the A* algorithm, designed to process quasi-transitive preference relations defined over the set of solutions. Then, considering a particular subclass of preference structures characterized by two axioms called Weak Preadditivity and Monotonicity, we establish termination, completeness and admissibility results for PBA*. We also show that previous generalizations of A* are particular instances of PBA*. The interest of our algorithm is illustrated on a preference-based web access problem.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-113.pdf,,783
119,2002,Search,An Average-Case Analysis of Graph Search,"Anup K. Sen, Indian Institute of Management Calcutta; Amitava Bagchi, University of Texas at Dallas; Weixiong Zhang, Washington University","Many problems in real-world applications require searching graphs. Understanding the performance of search algorithms has been one of the eminent tasks of heuristic search research. Despite the importance of graph search algorithms, the research of analyzing their performance is limited, and most work on search algorithm analysis has been focused on tree search algorithms. One of the major obstacles to analyzing graph search is that no single graph is an appropriate representative of graph search problems. In this paper, we propose one possible approach to analyzing graph search: Analyzing the performance of graph search algorithms on a representative graph of a cluster of problems. We specifically consider job-sequencing problems in which a set of jobs must be sequenced on a machine such that a penalty function is minimized. We analyze the performance of A* graph search algorithm on an abstract model that closely represents job sequencing problems. It is an extension to a model widely used previously for analyzing tree search. One of the main results of our analysis is the existence of a gap of computational cost between two classes of job sequencing problems, one with exponential and the other with polynomial complexity. We provide experimental results showing that real job sequencing problems indeed have a huge difference on computational costs under different conditions.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-114.pdf,,1397
120,2002,Vision,Detection and Classification of Motion Boundaries,"Richard Mann, University of Waterloo; Allan D. Jepson, University of Toronto","We segment the trajectory of a moving object into piecewise smooth motion intervals separated by motion boundaries. Motion boundaries are classified into various types, including starts, stops, pauses, and discontinuous changes of motion due to force impulses. We localize and classify motion boundaries by fitting a mixture of two polynomials near the boundary. Given a classification of motion boundaries, we use naive physical rules to infer a set of changing contact relationships which explain the observed motion. We show segmentation and classification results for several image sequences of a basketball undergoing gravitational and nongravitational motion.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-115.pdf,,665
121,2002,Vision,Recognizing Multitasked Activities from Video Using Stochastic Context-Free Grammar,"Darnell Moore, Texas Instruments; Irfan Essa, Georgia Institute of Technology","In this paper, we present techniques for recognizing complex, multitasked activities from video. Visual information like image features and motion appearances, combined with domain-specific information, like object context is used initially to label events. Each action event is represented with a unique symbol, allowing for a sequence of interactions to be described as an ordered symbolic string. Then, a model of stochastic context-free grammar (SCFG), which is developed using underlying rules of an activity, is used to provide the structure for recognizing semantically meaningful behavior over extended periods. Symbolic strings are parsed using the Earley-Stolcke algorithm to determine the most likely semantic derivation for recognition. Parsing substrings allows us to recognize patterns that describe high-level, complex events taking place over segments of the video sequence. We introduce new parsing strategies to enable error detection and recovery in stochastic context-free grammar and methods of quantifying group and individual behavior in activities with separable roles. We show through experiments, with a popular card game, the recognition of high-level narratives of multi-player games and the identification of player strategies and behavior using computer vision.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-116.pdf,,1291
122,2002,Vision,The OD Theory of TOD: The Use and Limits of Temporal Information for Object Discovery,"Brandon C. S. Sanders and Randal C. Nelson, University of Rochester; Rahul Sukthankar, Compaq Research (CRL)","We present the theory behind TOD (the Temporal Object Discoverer), a novel unsupervised system that uses only temporal information to discover objects across image sequences acquired by any number of uncalibrated cameras. The process is divided into three phases: (1) Extraction of each pixel’s temporal signature, a partition of the pixel’s observations into sets that stem from different objects; (2) Construction of a global schedule that explains the signatures in terms of the lifetimes of a set of quasi-static objects; (3) Mapping of each pixel’s observations to objects in the schedule according to the pixel’s temporal signature. Our Global Scheduling (GSched) algorithm provably constructs a valid and complete global schedule when certain observability criteria are met. Our Quasi-Static Labeling (QSL) algorithm uses the schedule created by GSched to produce the maximally-informative mapping of each pixel’s observations onto the objects they stem from. Using GSched and QSL, TOD ignores distracting motion, correctly deals with complicated occlusions, and naturally groups observations across cameras. The sets of 2D masks recovered are suitable for unsupervised training and initialization of object recognition and tracking systems.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-117.pdf,,1248
123,2002,Web and Information Extraction,A Maximum Entropy Approach to Information Extraction from Semi-Structured and Free Text,"Hai Leong Chieu, DSO National Laboratories; Hwee Tou Ng, National University of Singapore","In this paper, we present a classification-based approach towards single-slot as well as multi-slot information extraction (IE). For single-slot IE, we worked on the domain of Seminar Announcements, where each document contains information on only one seminar. For multi-slot IE, we worked on the domain of Management Succession. For this domain, we restrict ourselves to extracting information sentence by sentence, in the same way as (Soderland 1999). Each sentence can contain information on several management succession events. By using a classification approach based on a maximum entropy framework, our system achieves higher accuracy than the best previously published results in both domains.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-118.pdf,,701
124,2002,Web and Information Extraction,Reviewing the Design of DAML+OIL: An Ontology Language for the Semantic Web,"Ian Horrocks, University of Manchester; Peter F. Patel-Schneider, Bell Labs Research; Frank van Harmelen, Vrije Universiteit","In the current ""Syntactic Web,"" uninterpreted syntactic constructs are given meaning only by private off-line agreements that are inaccessible to computers. In the Semantic Web vision, this is replaced by a web where both data and its semantic definition are accessible and manipulable by computer software. DAML+OIL is an ontology language specifically designed for this use in the Web; it exploits existing Web standards (XML and RDF), adding the familiar ontological primitives of object oriented and frame based systems, and the formal rigor of a very expressive description logic. The definition of DAML+OIL is now over a year old, and the language has been in fairly widespread use. In this paper, we review DAML+OIL’s relation with its key ingredients (XML, RDF, OIL, DAML-ONT, Description Logics), we discuss the design decisions and trade-offs that were the basis for the language definition, and identify a number of implementation challenges posed by the current language. These issues are important for designers of other representation languages for the Semantic Web, be they competitors or successors of DAML+OIL, such as the language currently under definition by W3C.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-119.pdf,,1183
125,2002,Web and Information Extraction,Stochastic Link and Group Detection,"Jeremy Kubica, Andrew Moore, Jeff Schneider, and Yiming Yang, Carnegie Mellon University","Link detection and analysis has long been important in the social sciences and in the government intelligence community. A significant effort is focused on the structural and functional analysis of ``known'' networks. Similarly, the detection of individual links is important but is usually done with techniques that result in ``known'' links. More recently the internet and other sources have led to a flood of circumstantial data that provide probabilistic evidence of links. Co-occurence in news articles and simultaneous travel to the same location are two examples. We propose a probabilistic model of link generation based on membership in groups. The model considers both observed link evidence and demographic information about the entities. The parameters of the model are learned via a maximum likelihood search. In this paper we describe the model and then show several heuristics that make the search tractable. We test our model and optimization methods on synthetic data sets with a known ground truth and a database of news articles.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-120.pdf,,1048
126,2002,"Innovative Applications of Artificial Intelligence Papers
Deployed Applications","MiTAP, Text and Audio Processing for Bio-Security: A Case Study","Laurie Damianos, Jay Ponte, Steve Wohlever, Florence Reeder, David Day, George Wilson, and Lynette Hirschman, The MITRE Coporation","MiTAP (MITRE Text and Audio Processing) is a prototype system available for monitoring infectious disease outbreaks and other global events. MiTAP focuses on providing timely, multi-lingual, global information access to medical experts and individuals involved in humanitarian assistance and relief work. Multiple information sources in multiple languages are automatically captured, filtered, translated, summarized, and categorized by disease, region, information source, person, and organization. Critical information is automatically extracted and tagged to facilitate browsing, searching, and sorting. The system supports shared situational awareness through collaboration, allowing users to submit other articles for processing, annotate existing documents, post directly to the system, and flag messages for others to see. MiTAP currently stores eight hundred thousand articles and processes an additional 2000 to 10,000 daily, delivering up-to-date information to dozens of regular users.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-121.pdf,,996
127,2002,"Innovative Applications of Artificial Intelligence Papers
Deployed Applications",RightNow eService Center: Internet Customer Service Using a Self-Learning Knowledge Base,"Stephen D. Durbin, Doug Warner, J. Neal Richter, and Zuzana Gedeon, RightNow Technologies, Inc.","Delivering effective customer service via the Internet requires attention to many aspects of knowledge management if it is to be convenient and satisfying for customers, while at the same time efficient and economical for the company or other organization. In RightNow eService Center, such management is enabled by automatically gathering meta-knowledge about the Answer documents held in the core knowledge base. A variety of AI techniques are used to facilitate the construction, maintenance, and navigation of the knowledge base. These include collaborative filtering, swarm intelligence, fuzzy logic, natural language processing, text clustering, and classification rule learning. Customers using eService Center report dramatic decreases in support costs and increases in customer satisfaction due to the ease of use provided by the ""self-learning"" features of the knowledge base.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-122.pdf,,886
128,2002,"Innovative Applications of Artificial Intelligence Papers
Deployed Applications",Staff Scheduling for Inbound Call Centers and Customer Contact Centers,"Alex Fukunaga, Ed Hamilton, Jason Fama, David Andre, Ofer Matan, and Illah Nourbakhsh, Blue Pumpkin Software","The staff scheduling problem is a critical problem in the call center (or more generally, customer contact center) industry. This paper describes Director, a staff scheduling system for contact centers. Director is a constraint-based system that uses AI search techniques to generate schedules that satisfy and optimize a wide range of constraints and service quality metrics. Director has been successfully deployed at over 800 contact centers, with significant measurable benefits, some of which are documented in case studies included in this paper.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-123.pdf,,552
129,2002,"Innovative Applications of Artificial Intelligence Papers
Deployed Applications",A Decision-Support System for Quote Generation,"Richard Goodwin, Rama Akkiraju, and Fred Wu, IBM T.J. Watson Research Center","In this paper, we describe a prototype agent-based decision-support system for helping suppliers respond to requests for quote in a business-to-business supply chain. The system provides suggested ways of fulfilling requests and shows alternatives that illustrate tradeoffs in quality, cost and timelines, which allows the decision maker to consider alternatives that reduce cost and improve customer value. The system is implemented in Java and we use examples from paper manufacturing to illustrate the features of our system. In on going work, we are enhancing the prototype to include probabilistic reasoning techniques so that it can create conditional plans that maximize expected utility, subject to the risk preferences of the decision maker. We are also exploring the use of data mining techniques to infer customer preferences and to estimate the probability of winning an order, with a given quote.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-124.pdf,,909
130,2002,"Innovative Applications of Artificial Intelligence Papers
Deployed Applications",UTTSExam: A Campus-Wide University Exam-Timetabling System,"Andrew Lim, Juay-Chin Ang, Wee-Kit Ho, and Wee-Chong Oon, National University of Singapore","UTTSExam is the exam-scheduling portion of the University Timetable Scheduler (UTTS) software, an automated university timetabling program developed in the National University of Singapore. It was successfully used to schedule the examination timetable for the first semester of the 2001/2002 academic year in NUS, a task involving 27,235 students taking 1,350 exams. The use of the software resulted in significant time savings in the scheduling of the timetable and a shortening of the examination period. This paper explains the development and design of UTTSExam.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-125.pdf,,567
